CompanyName,JobRole,Experience,Skills,Industry
Nielsen Media,Principal Software Engineer - Windows C++/dotnet,8-13 Yrs,"C++, Sql Programming, Windows Platform, MFC, C#, .Net, Software engineering, Programming",Media Research
Nielsen Media,"Software Engineer (Java/Scala, Spark, Python , AWS)",3-6 Yrs,"Ci/Cd, Spark, AWS, SQL, Java, SCALA, Devops, Python",Media Research
S&P Global Market Intelligence,Associate II Software Engineer,3-5 Yrs,"React JS, TypeScript, CSS, Mono Repos, Software development, Storybook, design systems, UX Design",Financial Services
S&P Global Market Intelligence,Associate II Software Engineer,5-7 Yrs,"JavaScript, css, node.js, java, Docker, j2ee, html, software engineering",Financial Services
PayU,Software Engineer - Java,2-5 Yrs,"RDBMS, Analytical, MySQL, Data structures, MVC, AWS, SQL, Python",Fintech
eG Innovations,Programmer Software Engineer / Java,2-4 Yrs,"JMS, Core Java, Multithreading, Coding, Debugging, Software development life cycle, Unit testing, EJB",IT
Leading Client,"Senior Software Engineer - Java, Spring boot, AWS, Microservices",5-10 Yrs,"Java, spring boot, peer reviews, jenkins, debugging, software engineering, aws, microservices","It's impossible to determine the industry of ""Leading Client"" without more information. This name is too generic and could apply to companies in any sector."
Fluenc,Senior Software Engineer-Java,5-7 Yrs,"Computer science, Ubuntu, spring boot, Front end, Coding, Javascript, Data structures, Unit testing",Language learning
Fluence Labs,Senior Software Engineer-Java,4-7 Yrs,"Ubuntu, spring boot, Front end, Coding, Javascript, Data structures, Unit testing, AWS",Energy.
Norton,Senior Software Engineer- Java,5-7 Yrs,"Computer science, Backend, Front end, Integration testing, Agile, Scrum, MongoDB, Unit testing",Cybersecurity.
Saksoft,Java Software Engineer,5-9 Yrs,"Java 8 Spring Framework Hibernate Struts Free Marker Html, Struts, Spring Security Java, Spring Data Rest, Framework, Security, Java, HTML",Information Technology
Xoom,Senior Software Engineer - Java,3-5 Yrs,"Computer science, Hibernate, Backend, Payment processing, GCP, Process improvement, Diversity and Inclusion, Agile",Financial Services
Brightly,Principal Software Engineer - Java,8-11 Yrs,"Hibernate, jQuery, MySQL, Javascript, Agile, Data structures, HTML, Open source",Sustainability
NDS InfoServ,Senior Software Engineer/Tech Lead(.net Technology),8-13 Yrs,"C#, .Net Core, ASP.Net, Angular, MVC, Technical analysis, Technology, .Net",Information Technology (IT)
Taff,Software Developer Engineer - I,0-4 Yrs,"TAFF Inc. - Software Developer Engineer - I in Bangalore, Software engineering, Software development, Software, Development",Software
eQ Technologic,Sr. Software Engineer - Java Microservices,3-5 Yrs,"CVS, Analytical, MySQL, Debugging, Data structures, Test cases, Research, Information technology",Software
Repucom,"Principal Software Engineer - Backend (Java, AWS, Oracle)",2-5 Yrs,"Compliance, Networking, Coding, Social media, Debugging, JSON, Application security, Oracle",Reputation Management
Norstella,Senior Fullstack Software Engineer (Node JS),5-7 Yrs,"IIS, jQuery, XML, MySQL, Javascript, Data structures, HTML, MVC",Telecommunications
Intersoft Kk,Java Senior Software engg,4-6 Yrs,"Maven, spring boot, github, Senior Software Engineer, XML, MySQL, JDBC, JSON",IT
Affinidi Group,"Software Engineer, Senior Fullstack",4-8 Yrs,"System architecture, Cloud computing, Backend, HP data protector, Architecture, Coding, Performance testing, Troubleshooting",Digital Identity
Resulticks,Senior Software Engineer DotNet,5-8 Yrs,"jQuery, Agile, Software development life cycle, .Net, Entity framework, Application development, WCF, SQL Server reporting services",Marketing technology
Intellistride,"Software Engineer (JAVA, Android)",2-5 Yrs,"Data analysis, Shaping, Standard operating procedures, Java Software Engineer, Software development life cycle, Mathematics, Statistics, Monitoring",Technology
Symmetrical Global Search Pvt Ltd,Sr . Software Engineer - Java ExtJS,3-8 Yrs,"sencha, CSS, jQuery, Prototype, Javascript, HTML, HR, ExtJS",Recruitment
Flexsin Technologies Pvt Ltd,Sr . Software Engineer - Java,5-10 Yrs,"Hibernate, Core Java, jQuery, MySQL, Javascript, J2Ee, HTML, Oracle",N/A
Virus Positive Technologies,Sr. Software Engineer - DOT NET,5 Yrs,"github, GIT, Integration testing, Web designing, jQuery mobile, MVC, SDK, ios development",Cybersecurity
Gartner,"Lead Software Engineer (Java, Microservices, HLD/LLD, AWS)",7-9 Yrs,"jQuery, GIT, Agile scrum, RDBMS, Integration testing, Oracle, JIRA, Object oriented programming",Research and Advisory.
Naviga Global,Software Engineer/Senior Software Engineer (Java),2-4 Yrs,"spring boot, Core Java, orchestration, Architecture, Coding, Postgresql, Cloud, Agile",Recruitment
Idemia Syscom,Software Engineer (Full Stack),3-6 Yrs,"Biometrics, Software testing, Maven, spring boot, Coding, MySQL, Programming, Functional analysis",Security
Seek Hr Solutions Pvt. Ltd.,Sr. Software Engineer- JAVA,4-6 Yrs,"Unix, Hibernate, Core Java, Version control, Linux, MySQL, JDBC, HTTP",Human Resources (HR)
Wipro,Java Software Engineer,5-10 Yrs,"java, rdbms, software engineering, mongodb, javascript, microservices, nosql, plsql",Information Technology (IT)
Wipro,Senior Java Software Engineer,7-11 Yrs,"Java Backend development, REST, Spring MVC, JSON, Spring Boot, Spring, Spring Data, JAX-RS",Information Technology (IT)
Vimerse Infotech,Dot Net Senior Software Engineer,6-10 Yrs,"Agile, Manager Technology, .Net, Unit testing, Management, Software, DoT, Technology management",Information Technology (IT)
"Commonwealth Bank of Australia, India",Senior Software Engineer (Java),4-7 Yrs,"spring boot, GIT, Agile, Business strategy, Troubleshooting, Solution delivery, Information technology, Software solutions",Banking
Merck,Java Sr. Software Engineer,5-9 Yrs,"Computer science, github, Version control, Web technologies, data manipulation, Agile development, Javascript, HTML",Pharmaceutical
Anteelo,Software Engineer/ Full Stack Developer,2-5 Yrs,"Computer science, Web technologies, MySQL, Programming, Manager Technology, PHP, Open source, Python",Software
Travanleo Info Solutions India,Sr. Software Engineer/Technical Lead Java,7-12 Yrs,"Hibernate, Tomcat, JBoss, MySQL, Javascript, PHP, Application development, Oracle",Information Technology (IT)
C1 India,Java Developer / Software Engineer,5-7 Yrs,"Core Java, Production support, Oracle SQL, JSP, Eclipse, Configuration management, Analytical, JSON",Financial Services
Naviga Global,Dot net Developer (Software Engineer),1-3 Yrs,"MS SQL, Content management, Backend, jQuery, Front end, Coding, Social media, Web development",Recruitment
Frankart Global,Software Engineer / Full Stack Developer,2-5 Yrs,"Cloud, Android, Stack, Full Stack, Software development, Development, Software engineering, Software",Art
Blue Yonder,"Lead Software Engineer - (Java, Jenkins ,Maven, Ant, CI/CD)",5-8 Yrs,"continuous integration, legacy, jsp, ci/cd, java development, apache tomcat, elastic search, git",Supply chain management.
W2bi,Software Engineer-Dot net,4-7 Yrs,"Computer science, Health insurance, Web application development, Network programming, Winforms, WCF, Stored procedures, WPF",Software
Xoom,Staff Software Engineer - Java,1-3 Yrs,"Computer science, JMS, Hibernate, Backend, NoSQL, Coding, Process improvement, JPA",Financial Services
Xoom,Lead Software Engineer - Java,1-4 Yrs,"Computer science, Backend, Payment processing, GCP, Process improvement, Diversity and Inclusion, Wellness, Agile methodology",Financial Services
Xoom,Lead Software Engineer - Java,5-8 Yrs,"Computer science, Backend, Payment processing, GCP, Process improvement, Diversity and Inclusion, Wellness, Agile methodology",Financial Services
ISS Corporate Solutions,Software Engineer in Python and SQL,1-5 Yrs,"Computer science, Wealth management, Technical design, Market intelligence, ISS, Release management, Analytics, Financial services",Facility Services
Blue Yonder,Senior Software Engineer (.Net Fullstack),5-8 Yrs,"Tomcat, IIS, RDBMS, Debugging, Javascript, Agile, Data structures, Application development",Supply chain management.
Alkira,Software Engineer - Java Backend,3-5 Yrs,"Unix, System testing, Backend, Networking, WAN, Linux kernel, Debugging, Java Software Engineer",Networking
Motorola Solutions Kodiak Networks,"Senior Software Engineer ( Java, Microservices )",6-8 Yrs,"Java, coding, Core Java, REST, Test software development, SIP, agile, service development",Telecommunications.
Opentext,"Sr. Software Engineer - Enterprise Java, NMS,EMS",5-9 Yrs,"r - Enterprise Java, NMS, EMS, WildFly, REST, Docker, JBoss, RDBMS",Information technology.
"ChargePoint, Pvt. Ltd.",Staff Software Engineer -Java,7-9 Yrs,"Product management, Computer science, Software design, NoSQL, Analytical, Data structures, Scrum, Distribution system",N/A
Bottomline Media,Software Engineer (Java),2-5 Yrs,"Maven, Version control, GIT, Production support, Coding, Cash management, Stored procedures, Test cases",N/A
Intersoft Kk,Software Engineer Java,4-9 Yrs,"Front end, Multithreading, Subversion, Agile development, Java Software Engineer, Data structures, Open source, Object oriented programming",IT
Coders Brain Pvt Ltd,Software Engineer - Payment integration + Java,2-4 Yrs,"Hibernate, Java J2Ee Developer, MySQL, Debugging, Javascript, HTML, Oracle, Business solutions",Information Technology (IT)
Alpha Beta Placements,Software Engineer - Android Applications,2-6 Yrs,"Android, RESTful API, Java, Native Apps, Mobile App Performance Optimization, Mobile App Designing, SDK, Mobile Application Development",N/A
Gravitee,Full Stack Software Engineer,2-5 Yrs,"angular, java, api, typescript, jest, mongodb, application development, docker",N/A
Response Informatics,Full Stack Software Engineer,1-5 Yrs,"jQuery, Front end, MySQL, Javascript, HTML, Web designing, Oracle, Ruby",Healthcare
Shell Recharge Solutions,Software Engineer (Java + Microservices),2-5 Yrs,"Java, Spring Boot, Core java, AWS, Microservices, spring, Public cloud, Core",Energy
Techlens Global,Software Engineer Full Stack,2-5 Yrs,"Product management, GIT, Business analysis, Coding, Project management, MVC, Operations, Object oriented programming",Technology
Clicsoft,Software Engineer - Full Stack,3-5 Yrs,"Node.Js, Mern Stack, Software Engineering, Javascript, React.Js, rest, Redux, Graphql",Software.
Pelocal,"Software Engineer - Java""",2-3 Yrs,"Maven, Hibernate, Core Java, Backend, Front end, RDBMS, Enterprise applications, Postgresql",Food Delivery
Centric Software,Software Engineer (Java/JavaScript Focus),5-7 Yrs,"Product management, Front end, Coding, Javascript, Software development life cycle, Internship, Software solutions, Object oriented programming",Fashion & Retail
Sigfig,Software Engineer (Fullstack),3-5 Yrs,"Product management, SAN, Automation, Software design, Manager Quality Assurance, Coding, Javascript, PHP",Fintech
Neemtree Internet,Software Engineer - II (Java) - Epaylater,3-6 Yrs,"Unix, Telecom, Core Java, Multithreading, Linux, Coding, Software Engineer II, MySQL",Internet Services
Nippon Data Systems,"Software Engineer - C # , Python",2-6 Yrs,"Computer science, automation framework, software architecture, C++, Software design, devops, CAD, Firmware",Information Technology (IT)
Taazaa Tech,Dot Net - Software Engineer,2-4 Yrs,"Computer science, MS SQL, Version control, GIT, RDBMS, Web development, Javascript, Agile",Technology
Valley Telegence,Software Engineer - Java,5 Yrs,"Hibernate, Core Java, Linux, JSP, MySQL, Javascript, Struts, PLSQL",Telecommunications
Taazaa Tech,Dot Net - Software Engineer,3-5 Yrs,".Net, Software engineering, DoT, Software",Technology
Graviton Systems,"Software Engineer , Python",3-4 Yrs,"Backend, Interpersonal skills, Front end, Linux, Coding, Manager Technology, System design, Financial services",Software
Parthenon Technologies,"Software Engineer (Dot Net, 5-8 years)",5-10 Yrs,"rest, C, ASP.Net MVC, SQL, Web technologies, application, web, .Net",Technology
Parthenon Technologies,"Software Engineers (Dot Net, 2-4 years)",2-4 Yrs,"C, software, ASP.Net MVC, SQL, Rest, Web technologies, application, web",Technology
Tenwave,Software Engineer - JAVA,2-5 Yrs,"Hibernate, SOA, html5, Coding, MySQL, Javascript, HTML, angularjs",Software
Quantified Hr,Software Engineer - Python,2-8 Yrs,"Product management, Linux, Coding, Analytical, MySQL, Agile, Security services, Scrum",Human Resources
Naehas,Software Engineer - Backend ( Java ),1-3 Yrs,"Hibernate, Linux, RDBMS, MySQL, Shell scripting, Javascript, Workflow, HTML","I do not have access to real-time information, including company databases.  Therefore, I cannot provide information about the industry of ""Naehas."""
Zenarate,Software Engineer - Python,3-4 Yrs,"Machine learning, PHP, Data processing, Workflow, test driven development, Customer service, Business intelligence, Monitoring",Software
Aqugen,Software Engineer ( FULLSTACK ),1-2 Yrs,"Software Engineer (FULLSTACK), full stack, software engineering, software",Biotechnology
Shipsy,Software Engineer (Fullstack/NodeJs/ReactJs),2-6 Yrs,"GIT, Web technologies, Linux, Postgresql, Javascript, Programming, Web designing, MongoDB",Logistics
